id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col,year,month
2489,false,9,9,9,90,0.99999,90.9,09/06/09,9,2009-09-06T00:59:02.610000,2009,9
2490,true,0,0,0,0,-6.820664e25,0.0,09/07/09,0,2009-09-07T01:00:02.700000,2009,9
2491,false,1,1,1,10,-inf,10.1,09/07/09,1,2009-09-07T01:01:02.700000,2009,9
2492,true,2,2,2,20,-9.007199e15,20.2,09/07/09,2,2009-09-07T01:02:02.710000,2009,9
2493,false,3,3,3,30,-inf,30.3,09/07/09,3,2009-09-07T01:03:02.730000,2009,9
2494,true,4,4,4,40,,40.4,09/07/09,4,2009-09-07T01:04:02.760000,2009,9
2495,false,5,5,5,50,-3.4028235e38,50.5,09/07/09,5,2009-09-07T01:05:02.800000,2009,9
2496,true,6,6,6,60,,60.6,09/07/09,6,2009-09-07T01:06:02.850000,2009,9
2497,false,7,7,7,70,-0.0,70.7,09/07/09,7,2009-09-07T01:07:02.910000,2009,9
2498,true,8,8,8,80,0.0,80.8,09/07/09,8,2009-09-07T01:08:02.980000,2009,9
2499,false,9,9,9,90,-inf,90.9,09/07/09,9,2009-09-07T01:09:03.600000,2009,9
2500,true,0,0,0,0,0.0,0.0,09/08/09,0,2009-09-08T01:10:03.150000,2009,9
2501,false,1,1,1,10,-inf,10.1,09/08/09,1,2009-09-08T01:11:03.150000,2009,9
2502,true,2,2,2,20,,20.2,09/08/09,2,2009-09-08T01:12:03.160000,2009,9
2503,false,3,3,3,30,,30.3,09/08/09,3,2009-09-08T01:13:03.180000,2009,9
2504,true,4,4,4,40,0.0,40.4,09/08/09,4,2009-09-08T01:14:03.210000,2009,9
2505,false,5,5,5,50,-1.954018e-19,50.5,09/08/09,5,2009-09-08T01:15:03.250000,2009,9
2506,true,6,6,6,60,0.33333334,60.6,09/08/09,6,2009-09-08T01:16:03.300000,2009,9
2507,false,7,7,7,70,-10000000.0,70.7,09/08/09,7,2009-09-08T01:17:03.360000,2009,9
2508,true,8,8,8,80,0.0,80.8,09/08/09,8,2009-09-08T01:18:03.430000,2009,9
2509,false,9,9,9,90,,90.9,09/08/09,9,2009-09-08T01:19:03.510000,2009,9
2510,true,0,0,0,0,5.9604645e-8,0.0,09/09/09,0,2009-09-09T01:20:03.600000,2009,9
2511,false,1,1,1,10,-0.99999,10.1,09/09/09,1,2009-09-09T01:21:03.600000,2009,9
2512,true,2,2,2,20,inf,20.2,09/09/09,2,2009-09-09T01:22:03.610000,2009,9
2513,false,3,3,3,30,,30.3,09/09/09,3,2009-09-09T01:23:03.630000,2009,9
2514,true,4,4,4,40,-2.7021862e16,40.4,09/09/09,4,2009-09-09T01:24:03.660000,2009,9
2515,false,5,5,5,50,0.0,50.5,09/09/09,5,2009-09-09T01:25:03.700000,2009,9
2516,true,6,6,6,60,-inf,60.6,09/09/09,6,2009-09-09T01:26:03.750000,2009,9
2517,false,7,7,7,70,,70.7,09/09/09,7,2009-09-09T01:27:03.810000,2009,9
2518,true,8,8,8,80,,80.8,09/09/09,8,2009-09-09T01:28:03.880000,2009,9
2519,false,9,9,9,90,0.0,90.9,09/09/09,9,2009-09-09T01:29:03.960000,2009,9
2520,true,0,0,0,0,inf,0.0,09/10/09,0,2009-09-10T01:30:04.500000,2009,9
2521,false,1,1,1,10,0.0,10.1,09/10/09,1,2009-09-10T01:31:04.500000,2009,9
2522,true,2,2,2,20,-0.99999,20.2,09/10/09,2,2009-09-10T01:32:04.600000,2009,9
2523,false,3,3,3,30,,30.3,09/10/09,3,2009-09-10T01:33:04.800000,2009,9
2524,true,4,4,4,40,-3.4028235e38,40.4,09/10/09,4,2009-09-10T01:34:04.110000,2009,9
2525,false,5,5,5,50,-inf,50.5,09/10/09,5,2009-09-10T01:35:04.150000,2009,9
2526,true,6,6,6,60,-0.0,60.6,09/10/09,6,2009-09-10T01:36:04.200000,2009,9
2527,false,7,7,7,70,,70.7,09/10/09,7,2009-09-10T01:37:04.260000,2009,9
2528,true,8,8,8,80,0.00001,80.8,09/10/09,8,2009-09-10T01:38:04.330000,2009,9
2529,false,9,9,9,90,-9.660548e-14,90.9,09/10/09,9,2009-09-10T01:39:04.410000,2009,9
2530,true,0,0,0,0,-0.00001,0.0,09/11/09,0,2009-09-11T01:40:04.500000,2009,9
2531,false,1,1,1,10,,10.1,09/11/09,1,2009-09-11T01:41:04.500000,2009,9
2532,true,2,2,2,20,-2.1433113e16,20.2,09/11/09,2,2009-09-11T01:42:04.510000,2009,9
2533,false,3,3,3,30,-inf,30.3,09/11/09,3,2009-09-11T01:43:04.530000,2009,9
2534,true,4,4,4,40,,40.4,09/11/09,4,2009-09-11T01:44:04.560000,2009,9
2535,false,5,5,5,50,-10000000.0,50.5,09/11/09,5,2009-09-11T01:45:04.600000,2009,9
2536,true,6,6,6,60,1e-45,60.6,09/11/09,6,2009-09-11T01:46:04.650000,2009,9
2537,false,7,7,7,70,-3.6781576e16,70.7,09/11/09,7,2009-09-11T01:47:04.710000,2009,9
2538,true,8,8,8,80,-0.00001,80.8,09/11/09,8,2009-09-11T01:48:04.780000,2009,9
2539,false,9,9,9,90,0.99999,90.9,09/11/09,9,2009-09-11T01:49:04.860000,2009,9
2540,true,0,0,0,0,9.007199e15,0.0,09/12/09,0,2009-09-12T01:50:04.950000,2009,9
2541,false,1,1,1,10,,10.1,09/12/09,1,2009-09-12T01:51:04.950000,2009,9
2542,true,2,2,2,20,-0.0,20.2,09/12/09,2,2009-09-12T01:52:04.960000,2009,9
2543,false,3,3,3,30,0.0,30.3,09/12/09,3,2009-09-12T01:53:04.980000,2009,9
2544,true,4,4,4,40,-10000000.0,40.4,09/12/09,4,2009-09-12T01:54:05.100000,2009,9
2545,false,5,5,5,50,-3.9339165e16,50.5,09/12/09,5,2009-09-12T01:55:05.500000,2009,9
2546,true,6,6,6,60,-3.4028235e38,60.6,09/12/09,6,2009-09-12T01:56:05.100000,2009,9
2547,false,7,7,7,70,,70.7,09/12/09,7,2009-09-12T01:57:05.160000,2009,9
2548,true,8,8,8,80,1.1,80.8,09/12/09,8,2009-09-12T01:58:05.230000,2009,9
2549,false,9,9,9,90,-inf,90.9,09/12/09,9,2009-09-12T01:59:05.310000,2009,9
2550,true,0,0,0,0,,0.0,09/13/09,0,2009-09-13T02:00:05.400000,2009,9
2551,false,1,1,1,10,-2.736444e16,10.1,09/13/09,1,2009-09-13T02:01:05.400000,2009,9
2552,true,2,2,2,20,-1.1754944e-38,20.2,09/13/09,2,2009-09-13T02:02:05.410000,2009,9
2553,false,3,3,3,30,2.8257402e14,30.3,09/13/09,3,2009-09-13T02:03:05.430000,2009,9
2554,true,4,4,4,40,,40.4,09/13/09,4,2009-09-13T02:04:05.460000,2009,9
2555,false,5,5,5,50,-0.00001,50.5,09/13/09,5,2009-09-13T02:05:05.500000,2009,9
2556,true,6,6,6,60,inf,60.6,09/13/09,6,2009-09-13T02:06:05.550000,2009,9
2557,false,7,7,7,70,-0.5,70.7,09/13/09,7,2009-09-13T02:07:05.610000,2009,9
2558,true,8,8,8,80,inf,80.8,09/13/09,8,2009-09-13T02:08:05.680000,2009,9
2559,false,9,9,9,90,-1.5,90.9,09/13/09,9,2009-09-13T02:09:05.760000,2009,9
2560,true,0,0,0,0,,0.0,09/14/09,0,2009-09-14T02:10:05.850000,2009,9
2561,false,1,1,1,10,-inf,10.1,09/14/09,1,2009-09-14T02:11:05.850000,2009,9
2562,true,2,2,2,20,2.2572995e15,20.2,09/14/09,2,2009-09-14T02:12:05.860000,2009,9
2563,false,3,3,3,30,-inf,30.3,09/14/09,3,2009-09-14T02:13:05.880000,2009,9
2564,true,4,4,4,40,-6.870777e17,40.4,09/14/09,4,2009-09-14T02:14:05.910000,2009,9
2565,false,5,5,5,50,-0.5,50.5,09/14/09,5,2009-09-14T02:15:05.950000,2009,9
2566,true,6,6,6,60,inf,60.6,09/14/09,6,2009-09-14T02:16:06.000000,2009,9
2567,false,7,7,7,70,-1.1754944e-38,70.7,09/14/09,7,2009-09-14T02:17:06.600000,2009,9
2568,true,8,8,8,80,,80.8,09/14/09,8,2009-09-14T02:18:06.130000,2009,9
2569,false,9,9,9,90,-1.9,90.9,09/14/09,9,2009-09-14T02:19:06.210000,2009,9
2570,true,0,0,0,0,-1e-45,0.0,09/15/09,0,2009-09-15T02:20:06.300000,2009,9
2571,false,1,1,1,10,inf,10.1,09/15/09,1,2009-09-15T02:21:06.300000,2009,9
2572,true,2,2,2,20,4.745909e16,20.2,09/15/09,2,2009-09-15T02:22:06.310000,2009,9
2573,false,3,3,3,30,3.4028235e38,30.3,09/15/09,3,2009-09-15T02:23:06.330000,2009,9
2574,true,4,4,4,40,0.5,40.4,09/15/09,4,2009-09-15T02:24:06.360000,2009,9
2575,false,5,5,5,50,-10000000.0,50.5,09/15/09,5,2009-09-15T02:25:06.400000,2009,9
2576,true,6,6,6,60,,60.6,09/15/09,6,2009-09-15T02:26:06.450000,2009,9
2577,false,7,7,7,70,1.1,70.7,09/15/09,7,2009-09-15T02:27:06.510000,2009,9
2578,true,8,8,8,80,1.1754944e-38,80.8,09/15/09,8,2009-09-15T02:28:06.580000,2009,9
2579,false,9,9,9,90,,90.9,09/15/09,9,2009-09-15T02:29:06.660000,2009,9
2580,true,0,0,0,0,-1.1920929e-7,0.0,09/16/09,0,2009-09-16T02:30:06.750000,2009,9
2581,false,1,1,1,10,inf,10.1,09/16/09,1,2009-09-16T02:31:06.750000,2009,9
2582,true,2,2,2,20,1.1754944e-38,20.2,09/16/09,2,2009-09-16T02:32:06.760000,2009,9
2583,false,3,3,3,30,-5.9604645e-8,30.3,09/16/09,3,2009-09-16T02:33:06.780000,2009,9
2584,true,4,4,4,40,-10000000.0,40.4,09/16/09,4,2009-09-16T02:34:06.810000,2009,9
2585,false,5,5,5,50,,50.5,09/16/09,5,2009-09-16T02:35:06.850000,2009,9
2586,true,6,6,6,60,,60.6,09/16/09,6,2009-09-16T02:36:06.900000,2009,9
2587,false,7,7,7,70,0.00001,70.7,09/16/09,7,2009-09-16T02:37:06.960000,2009,9
2588,true,8,8,8,80,-inf,80.8,09/16/09,8,2009-09-16T02:38:07.300000,2009,9
2589,false,9,9,9,90,,90.9,09/16/09,9,2009-09-16T02:39:07.110000,2009,9
2590,true,0,0,0,0,10000000.0,0.0,09/17/09,0,2009-09-17T02:40:07.200000,2009,9
2591,false,1,1,1,10,,10.1,09/17/09,1,2009-09-17T02:41:07.200000,2009,9
2592,true,2,2,2,20,1e-45,20.2,09/17/09,2,2009-09-17T02:42:07.210000,2009,9
2593,false,3,3,3,30,0.0,30.3,09/17/09,3,2009-09-17T02:43:07.230000,2009,9
2594,true,4,4,4,40,0.5,40.4,09/17/09,4,2009-09-17T02:44:07.260000,2009,9
2595,false,5,5,5,50,-inf,50.5,09/17/09,5,2009-09-17T02:45:07.300000,2009,9
2596,true,6,6,6,60,-2.00001,60.6,09/17/09,6,2009-09-17T02:46:07.350000,2009,9
2597,false,7,7,7,70,-inf,70.7,09/17/09,7,2009-09-17T02:47:07.410000,2009,9
2598,true,8,8,8,80,-1.1920929e-7,80.8,09/17/09,8,2009-09-17T02:48:07.480000,2009,9
2599,false,9,9,9,90,-3.4028235e38,90.9,09/17/09,9,2009-09-17T02:49:07.560000,2009,9
2600,true,0,0,0,0,,0.0,09/18/09,0,2009-09-18T02:50:07.650000,2009,9
2601,false,1,1,1,10,-2.00001,10.1,09/18/09,1,2009-09-18T02:51:07.650000,2009,9
2602,true,2,2,2,20,-1.1920929e-7,20.2,09/18/09,2,2009-09-18T02:52:07.660000,2009,9
2603,false,3,3,3,30,0.0,30.3,09/18/09,3,2009-09-18T02:53:07.680000,2009,9
2604,true,4,4,4,40,-4.804705e16,40.4,09/18/09,4,2009-09-18T02:54:07.710000,2009,9
2605,false,5,5,5,50,3.4028235e38,50.5,09/18/09,5,2009-09-18T02:55:07.750000,2009,9
2606,true,6,6,6,60,0.0,60.6,09/18/09,6,2009-09-18T02:56:07.800000,2009,9
2607,false,7,7,7,70,-inf,70.7,09/18/09,7,2009-09-18T02:57:07.860000,2009,9
2608,true,8,8,8,80,-0.0,80.8,09/18/09,8,2009-09-18T02:58:07.930000,2009,9
2609,false,9,9,9,90,1.5845093e16,90.9,09/18/09,9,2009-09-18T02:59:08.100000,2009,9
2610,true,0,0,0,0,,0.0,09/19/09,0,2009-09-19T03:00:08.100000,2009,9
2611,false,1,1,1,10,-inf,10.1,09/19/09,1,2009-09-19T03:01:08.100000,2009,9
2612,true,2,2,2,20,inf,20.2,09/19/09,2,2009-09-19T03:02:08.110000,2009,9
2613,false,3,3,3,30,-1.1754944e-38,30.3,09/19/09,3,2009-09-19T03:03:08.130000,2009,9
2614,true,4,4,4,40,-1.5,40.4,09/19/09,4,2009-09-19T03:04:08.160000,2009,9
2615,false,5,5,5,50,-0.00001,50.5,09/19/09,5,2009-09-19T03:05:08.200000,2009,9
2616,true,6,6,6,60,,60.6,09/19/09,6,2009-09-19T03:06:08.250000,2009,9
2617,false,7,7,7,70,,70.7,09/19/09,7,2009-09-19T03:07:08.310000,2009,9
2618,true,8,8,8,80,9.007199e15,80.8,09/19/09,8,2009-09-19T03:08:08.380000,2009,9
2619,false,9,9,9,90,inf,90.9,09/19/09,9,2009-09-19T03:09:08.460000,2009,9
2620,true,0,0,0,0,-inf,0.0,09/20/09,0,2009-09-20T03:10:08.550000,2009,9
2621,false,1,1,1,10,-inf,10.1,09/20/09,1,2009-09-20T03:11:08.550000,2009,9
2622,true,2,2,2,20,,20.2,09/20/09,2,2009-09-20T03:12:08.560000,2009,9
2623,false,3,3,3,30,inf,30.3,09/20/09,3,2009-09-20T03:13:08.580000,2009,9
2624,true,4,4,4,40,,40.4,09/20/09,4,2009-09-20T03:14:08.610000,2009,9
2625,false,5,5,5,50,-0.0,50.5,09/20/09,5,2009-09-20T03:15:08.650000,2009,9
2626,true,6,6,6,60,-1.9,60.6,09/20/09,6,2009-09-20T03:16:08.700000,2009,9
2627,false,7,7,7,70,-1.1754944e-38,70.7,09/20/09,7,2009-09-20T03:17:08.760000,2009,9
2628,true,8,8,8,80,,80.8,09/20/09,8,2009-09-20T03:18:08.830000,2009,9
2629,false,9,9,9,90,-2.220446e-16,90.9,09/20/09,9,2009-09-20T03:19:08.910000,2009,9
2630,true,0,0,0,0,0.0,0.0,09/21/09,0,2009-09-21T03:20:09.000000,2009,9
2631,false,1,1,1,10,-1.9,10.1,09/21/09,1,2009-09-21T03:21:09.000000,2009,9
2632,true,2,2,2,20,,20.2,09/21/09,2,2009-09-21T03:22:09.100000,2009,9
2633,false,3,3,3,30,0.99999,30.3,09/21/09,3,2009-09-21T03:23:09.300000,2009,9
2634,true,4,4,4,40,-1e-45,40.4,09/21/09,4,2009-09-21T03:24:09.600000,2009,9
2635,false,5,5,5,50,10000000.0,50.5,09/21/09,5,2009-09-21T03:25:09.100000,2009,9
2636,true,6,6,6,60,0.99999,60.6,09/21/09,6,2009-09-21T03:26:09.150000,2009,9
2637,false,7,7,7,70,-1.6910483e15,70.7,09/21/09,7,2009-09-21T03:27:09.210000,2009,9
2638,true,8,8,8,80,,80.8,09/21/09,8,2009-09-21T03:28:09.280000,2009,9
2639,false,9,9,9,90,-3.135348e16,90.9,09/21/09,9,2009-09-21T03:29:09.360000,2009,9
2640,true,0,0,0,0,0.000061035156,0.0,09/22/09,0,2009-09-22T03:30:09.450000,2009,9
2641,false,1,1,1,10,-inf,10.1,09/22/09,1,2009-09-22T03:31:09.450000,2009,9
2642,true,2,2,2,20,inf,20.2,09/22/09,2,2009-09-22T03:32:09.460000,2009,9
2643,false,3,3,3,30,2.220446e-16,30.3,09/22/09,3,2009-09-22T03:33:09.480000,2009,9
2644,true,4,4,4,40,,40.4,09/22/09,4,2009-09-22T03:34:09.510000,2009,9
2645,false,5,5,5,50,0.00001,50.5,09/22/09,5,2009-09-22T03:35:09.550000,2009,9
2646,true,6,6,6,60,4.2371854e16,60.6,09/22/09,6,2009-09-22T03:36:09.600000,2009,9
2647,false,7,7,7,70,0.0,70.7,09/22/09,7,2009-09-22T03:37:09.660000,2009,9
2648,true,8,8,8,80,-0.0,80.8,09/22/09,8,2009-09-22T03:38:09.730000,2009,9
2649,false,9,9,9,90,2.00001,90.9,09/22/09,9,2009-09-22T03:39:09.810000,2009,9
2650,true,0,0,0,0,,0.0,09/23/09,0,2009-09-23T03:40:09.900000,2009,9
2651,false,1,1,1,10,-inf,10.1,09/23/09,1,2009-09-23T03:41:09.900000,2009,9
2652,true,2,2,2,20,3.4028235e38,20.2,09/23/09,2,2009-09-23T03:42:09.910000,2009,9
2653,false,3,3,3,30,0.0,30.3,09/23/09,3,2009-09-23T03:43:09.930000,2009,9
2654,true,4,4,4,40,2.220446e-16,40.4,09/23/09,4,2009-09-23T03:44:09.960000,2009,9
2655,false,5,5,5,50,-0.00001,50.5,09/23/09,5,2009-09-23T03:45:10.000000,2009,9
2656,true,6,6,6,60,-2.075102e15,60.6,09/23/09,6,2009-09-23T03:46:10.500000,2009,9
2657,false,7,7,7,70,-inf,70.7,09/23/09,7,2009-09-23T03:47:10.110000,2009,9
2658,true,8,8,8,80,-1e-45,80.8,09/23/09,8,2009-09-23T03:48:10.180000,2009,9
2659,false,9,9,9,90,-9.007199e15,90.9,09/23/09,9,2009-09-23T03:49:10.260000,2009,9
2660,true,0,0,0,0,1.1,0.0,09/24/09,0,2009-09-24T03:50:10.350000,2009,9
2661,false,1,1,1,10,0.00001,10.1,09/24/09,1,2009-09-24T03:51:10.350000,2009,9
2662,true,2,2,2,20,0.0,20.2,09/24/09,2,2009-09-24T03:52:10.360000,2009,9
2663,false,3,3,3,30,9.007199e15,30.3,09/24/09,3,2009-09-24T03:53:10.380000,2009,9
2664,true,4,4,4,40,,40.4,09/24/09,4,2009-09-24T03:54:10.410000,2009,9
2665,false,5,5,5,50,-inf,50.5,09/24/09,5,2009-09-24T03:55:10.450000,2009,9
2666,true,6,6,6,60,0.0,60.6,09/24/09,6,2009-09-24T03:56:10.500000,2009,9
2667,false,7,7,7,70,-6.166327e15,70.7,09/24/09,7,2009-09-24T03:57:10.560000,2009,9
2668,true,8,8,8,80,-0.0,80.8,09/24/09,8,2009-09-24T03:58:10.630000,2009,9
2669,false,9,9,9,90,-0.0,90.9,09/24/09,9,2009-09-24T03:59:10.710000,2009,9
2670,true,0,0,0,0,0.0,0.0,09/25/09,0,2009-09-25T04:00:10.800000,2009,9
2671,false,1,1,1,10,inf,10.1,09/25/09,1,2009-09-25T04:01:10.800000,2009,9
2672,true,2,2,2,20,-inf,20.2,09/25/09,2,2009-09-25T04:02:10.810000,2009,9
2673,false,3,3,3,30,0.0,30.3,09/25/09,3,2009-09-25T04:03:10.830000,2009,9
2674,true,4,4,4,40,0.0,40.4,09/25/09,4,2009-09-25T04:04:10.860000,2009,9
2675,false,5,5,5,50,0.0,50.5,09/25/09,5,2009-09-25T04:05:10.900000,2009,9
2676,true,6,6,6,60,1.1754944e-38,60.6,09/25/09,6,2009-09-25T04:06:10.950000,2009,9
2677,false,7,7,7,70,0.0,70.7,09/25/09,7,2009-09-25T04:07:11.100000,2009,9
2678,true,8,8,8,80,-0.0,80.8,09/25/09,8,2009-09-25T04:08:11.800000,2009,9
2679,false,9,9,9,90,-1.1920929e-7,90.9,09/25/09,9,2009-09-25T04:09:11.160000,2009,9
2680,true,0,0,0,0,3.919118e16,0.0,09/26/09,0,2009-09-26T04:10:11.250000,2009,9
2681,false,1,1,1,10,-0.0,10.1,09/26/09,1,2009-09-26T04:11:11.250000,2009,9
2682,true,2,2,2,20,-0.000061035156,20.2,09/26/09,2,2009-09-26T04:12:11.260000,2009,9
2683,false,3,3,3,30,0.0,30.3,09/26/09,3,2009-09-26T04:13:11.280000,2009,9
2684,true,4,4,4,40,inf,40.4,09/26/09,4,2009-09-26T04:14:11.310000,2009,9
2685,false,5,5,5,50,,50.5,09/26/09,5,2009-09-26T04:15:11.350000,2009,9
2686,true,6,6,6,60,0.0,60.6,09/26/09,6,2009-09-26T04:16:11.400000,2009,9
2687,false,7,7,7,70,-5.601223e16,70.7,09/26/09,7,2009-09-26T04:17:11.460000,2009,9
2688,true,8,8,8,80,0.0,80.8,09/26/09,8,2009-09-26T04:18:11.530000,2009,9
2689,false,9,9,9,90,2.220446e-16,90.9,09/26/09,9,2009-09-26T04:19:11.610000,2009,9
2690,true,0,0,0,0,0.99999,0.0,09/27/09,0,2009-09-27T04:20:11.700000,2009,9
2691,false,1,1,1,10,-0.0,10.1,09/27/09,1,2009-09-27T04:21:11.700000,2009,9
2692,true,2,2,2,20,,20.2,09/27/09,2,2009-09-27T04:22:11.710000,2009,9
2693,false,3,3,3,30,-0.0,30.3,09/27/09,3,2009-09-27T04:23:11.730000,2009,9
2694,true,4,4,4,40,-0.0,40.4,09/27/09,4,2009-09-27T04:24:11.760000,2009,9
2695,false,5,5,5,50,10000000.0,50.5,09/27/09,5,2009-09-27T04:25:11.800000,2009,9
2696,true,6,6,6,60,,60.6,09/27/09,6,2009-09-27T04:26:11.850000,2009,9
2697,false,7,7,7,70,1.1754944e-38,70.7,09/27/09,7,2009-09-27T04:27:11.910000,2009,9
2698,true,8,8,8,80,0.0,80.8,09/27/09,8,2009-09-27T04:28:11.980000,2009,9
2699,false,9,9,9,90,-2.410884e-39,90.9,09/27/09,9,2009-09-27T04:29:12.600000,2009,9
2700,true,0,0,0,0,-9.007199e15,0.0,09/28/09,0,2009-09-28T04:30:12.150000,2009,9
2701,false,1,1,1,10,-inf,10.1,09/28/09,1,2009-09-28T04:31:12.150000,2009,9
2702,true,2,2,2,20,0.0,20.2,09/28/09,2,2009-09-28T04:32:12.160000,2009,9
2703,false,3,3,3,30,-0.000061035156,30.3,09/28/09,3,2009-09-28T04:33:12.180000,2009,9
2704,true,4,4,4,40,0.0,40.4,09/28/09,4,2009-09-28T04:34:12.210000,2009,9
2705,false,5,5,5,50,0.0,50.5,09/28/09,5,2009-09-28T04:35:12.250000,2009,9
2706,true,6,6,6,60,inf,60.6,09/28/09,6,2009-09-28T04:36:12.300000,2009,9
2707,false,7,7,7,70,-1.5,70.7,09/28/09,7,2009-09-28T04:37:12.360000,2009,9
2708,true,8,8,8,80,,80.8,09/28/09,8,2009-09-28T04:38:12.430000,2009,9
2709,false,9,9,9,90,0.5,90.9,09/28/09,9,2009-09-28T04:39:12.510000,2009,9
2710,true,0,0,0,0,-4.0075988e16,0.0,09/29/09,0,2009-09-29T04:40:12.600000,2009,9
2711,false,1,1,1,10,,10.1,09/29/09,1,2009-09-29T04:41:12.600000,2009,9
2712,true,2,2,2,20,-3.4028235e38,20.2,09/29/09,2,2009-09-29T04:42:12.610000,2009,9
2713,false,3,3,3,30,,30.3,09/29/09,3,2009-09-29T04:43:12.630000,2009,9
2714,true,4,4,4,40,9.007199e15,40.4,09/29/09,4,2009-09-29T04:44:12.660000,2009,9
2715,false,5,5,5,50,0.0,50.5,09/29/09,5,2009-09-29T04:45:12.700000,2009,9
2716,true,6,6,6,60,0.0,60.6,09/29/09,6,2009-09-29T04:46:12.750000,2009,9
2717,false,7,7,7,70,-5.6257182e16,70.7,09/29/09,7,2009-09-29T04:47:12.810000,2009,9
2718,true,8,8,8,80,1.1,80.8,09/29/09,8,2009-09-29T04:48:12.880000,2009,9
2719,false,9,9,9,90,0.0,90.9,09/29/09,9,2009-09-29T04:49:12.960000,2009,9
2720,true,0,0,0,0,-inf,0.0,09/30/09,0,2009-09-30T04:50:13.500000,2009,9
2721,false,1,1,1,10,1.5,10.1,09/30/09,1,2009-09-30T04:51:13.500000,2009,9
2722,true,2,2,2,20,0.33333334,20.2,09/30/09,2,2009-09-30T04:52:13.600000,2009,9
2723,false,3,3,3,30,-10000000.0,30.3,09/30/09,3,2009-09-30T04:53:13.800000,2009,9
2724,true,4,4,4,40,,40.4,09/30/09,4,2009-09-30T04:54:13.110000,2009,9
2725,false,5,5,5,50,-4.9983343e16,50.5,09/30/09,5,2009-09-30T04:55:13.150000,2009,9
2726,true,6,6,6,60,0.0,60.6,09/30/09,6,2009-09-30T04:56:13.200000,2009,9
2727,false,7,7,7,70,3.4028235e38,70.7,09/30/09,7,2009-09-30T04:57:13.260000,2009,9
2728,true,8,8,8,80,0.0,80.8,09/30/09,8,2009-09-30T04:58:13.330000,2009,9
2729,false,9,9,9,90,inf,90.9,09/30/09,9,2009-09-30T04:59:13.410000,2009,9
3040,true,0,0,0,0,6.2764264e16,0.0,11/01/09,0,2009-11-01T00:00:00.000000,2009,11
3041,false,1,1,1,10,inf,10.1,11/01/09,1,2009-11-01T00:01:00.000000,2009,11
3042,true,2,2,2,20,-0.0,20.2,11/01/09,2,2009-11-01T00:02:00.100000,2009,11
3043,false,3,3,3,30,1e-45,30.3,11/01/09,3,2009-11-01T00:03:00.300000,2009,11
3044,true,4,4,4,40,2.00001,40.4,11/01/09,4,2009-11-01T00:04:00.600000,2009,11
3045,false,5,5,5,50,0.33333334,50.5,11/01/09,5,2009-11-01T00:05:00.100000,2009,11
3046,true,6,6,6,60,inf,60.6,11/01/09,6,2009-11-01T00:06:00.150000,2009,11
3047,false,7,7,7,70,-10000000.0,70.7,11/01/09,7,2009-11-01T00:07:00.210000,2009,11
3048,true,8,8,8,80,1.1920929e-7,80.8,11/01/09,8,2009-11-01T00:08:00.280000,2009,11
3049,false,9,9,9,90,2.00001,90.9,11/01/09,9,2009-11-01T00:09:00.360000,2009,11
3050,true,0,0,0,0,,0.0,11/02/09,0,2009-11-02T00:10:00.450000,2009,11
3051,false,1,1,1,10,inf,10.1,11/02/09,1,2009-11-02T00:11:00.450000,2009,11
3052,true,2,2,2,20,0.0,20.2,11/02/09,2,2009-11-02T00:12:00.460000,2009,11
3053,false,3,3,3,30,,30.3,11/02/09,3,2009-11-02T00:13:00.480000,2009,11
3054,true,4,4,4,40,,40.4,11/02/09,4,2009-11-02T00:14:00.510000,2009,11
3055,false,5,5,5,50,inf,50.5,11/02/09,5,2009-11-02T00:15:00.550000,2009,11
3056,true,6,6,6,60,2.220446e-16,60.6,11/02/09,6,2009-11-02T00:16:00.600000,2009,11
3057,false,7,7,7,70,1.1,70.7,11/02/09,7,2009-11-02T00:17:00.660000,2009,11
3058,true,8,8,8,80,inf,80.8,11/02/09,8,2009-11-02T00:18:00.730000,2009,11
3059,false,9,9,9,90,-3.4028235e38,90.9,11/02/09,9,2009-11-02T00:19:00.810000,2009,11
3060,true,0,0,0,0,2.8550011e16,0.0,11/03/09,0,2009-11-03T00:20:00.900000,2009,11
3061,false,1,1,1,10,10000000.0,10.1,11/03/09,1,2009-11-03T00:21:00.900000,2009,11
3062,true,2,2,2,20,inf,20.2,11/03/09,2,2009-11-03T00:22:00.910000,2009,11
3063,false,3,3,3,30,-inf,30.3,11/03/09,3,2009-11-03T00:23:00.930000,2009,11
3064,true,4,4,4,40,-0.000061035156,40.4,11/03/09,4,2009-11-03T00:24:00.960000,2009,11
3065,false,5,5,5,50,5.536512e15,50.5,11/03/09,5,2009-11-03T00:25:01.000000,2009,11
3066,true,6,6,6,60,3.4028235e38,60.6,11/03/09,6,2009-11-03T00:26:01.500000,2009,11
3067,false,7,7,7,70,inf,70.7,11/03/09,7,2009-11-03T00:27:01.110000,2009,11
3068,true,8,8,8,80,-0.000061035156,80.8,11/03/09,8,2009-11-03T00:28:01.180000,2009,11
3069,false,9,9,9,90,inf,90.9,11/03/09,9,2009-11-03T00:29:01.260000,2009,11
3070,true,0,0,0,0,,0.0,11/04/09,0,2009-11-04T00:30:01.350000,2009,11
3071,false,1,1,1,10,1e-45,10.1,11/04/09,1,2009-11-04T00:31:01.350000,2009,11
